17	0.02142	0
16.990074	0.022812	0
16.960319	0.026979	0
16.910804	0.033895	0
16.841645	0.043512	0
16.753005	0.055767	0
16.645089	0.070582	0
16.51815	0.087865	0
16.372484	0.107505	0
16.208432	0.129384	0
16.026376	0.153369	0
15.826743	0.179324	0
15.609997	0.207099	0
15.376645	0.236543	0
15.127232	0.267497	0
14.862342	0.2998	0
14.582592	0.333287	0
14.288634	0.36779	0
13.981159	0.403141	0
13.660882	0.439173	0
13.328551	0.475708	0
12.984943	0.512576	0
12.630859	0.5496	0
12.267129	0.586599	0
11.894599	0.62339	0
11.514143	0.659785	0
11.126645	0.695596	0
10.733013	0.730623	0
10.334166	0.764663	0
9.931036	0.797511	0
9.524561	0.828952	0
9.115696	0.858774	0
8.705392	0.886754	0
8.294608	0.912672	0
7.884304	0.936307	0
7.475439	0.95744	0
7.068966	0.975856	0
6.665834	0.991347	0
6.266987	1.003712	0
5.873355	1.01277	0
5.485859	1.018348	0
5.105401	1.020292	0
4.732871	1.018473	0
4.369141	1.012784	0
4.015058	1.003138	0
3.671449	0.989482	0
3.339118	0.971788	0
3.018841	0.950055	0
2.711366	0.924315	0
2.417409	0.894627	0
2.137658	0.861072	0
1.872768	0.823764	0
1.623356	0.782831	0
1.390003	0.738431	0
1.173258	0.690727	0
0.973624	0.639904	0
0.791568	0.586146	0
0.627516	0.52965	0
0.48185	0.470606	0
0.354911	0.4092	0
0.246995	0.34561	0
0.158353	0.28	0
0.089196	0.212519	0
0.039681	0.143291	0
0.009926	0.072425	0
0	0	0
0.009926	-0.072425	0
0.039681	-0.143291	0
0.089196	-0.212519	0
0.158353	-0.28	0
0.246995	-0.34561	0
0.354911	-0.4092	0
0.48185	-0.470606	0
0.627516	-0.52965	0
0.791568	-0.586146	0
0.973624	-0.639904	0
1.173258	-0.690727	0
1.390003	-0.738431	0
1.623356	-0.782831	0
1.872768	-0.823764	0
2.137658	-0.861072	0
2.417409	-0.894627	0
2.711366	-0.924315	0
3.018841	-0.950055	0
3.339118	-0.971788	0
3.671449	-0.989482	0
4.015058	-1.003138	0
4.369141	-1.012784	0
4.732871	-1.018473	0
5.105401	-1.020292	0
5.485859	-1.018348	0
5.873355	-1.01277	0
6.266987	-1.003712	0
6.665834	-0.991347	0
7.068966	-0.975856	0
7.475439	-0.95744	0
7.884304	-0.936307	0
8.294608	-0.912672	0
8.705392	-0.886754	0
9.115696	-0.858774	0
9.524561	-0.828952	0
9.931036	-0.797511	0
10.334166	-0.764663	0
10.733013	-0.730623	0
11.126645	-0.695596	0
11.514143	-0.659785	0
11.894599	-0.62339	0
12.267129	-0.586599	0
12.630859	-0.5496	0
12.984943	-0.512576	0
13.328551	-0.475708	0
13.660882	-0.439173	0
13.981159	-0.403141	0
14.288634	-0.36779	0
14.582592	-0.333287	0
14.862342	-0.2998	0
15.127232	-0.267497	0
15.376645	-0.236543	0
15.609997	-0.207099	0
15.826743	-0.179324	0
16.026376	-0.153369	0
16.208432	-0.129384	0
16.372484	-0.107505	0
16.51815	-0.087865	0
16.645089	-0.070582	0
16.753005	-0.055767	0
16.841645	-0.043512	0
16.910804	-0.033895	0
16.960319	-0.026979	0
16.990074	-0.022812	0
17	-0.02142	0
