0	26	0
0	25.95788	0.03276
0	25.84842	0.12844
0	25.6945	0.26962
0	25.4995	0.42796
0	25.24886	0.585
0	24.92984	0.74178
0	24.54114	0.90376
0	24.08614	1.07016
0	23.56666	1.23968
0	22.98556	1.41102
0	22.34622	1.58314
0	21.65202	1.75474
0	20.90712	1.92452
0	20.11594	2.09144
0	19.28316	2.25446
0	18.41398	2.41202
0	17.5136	2.56334
0	16.58748	2.70712
0	15.64108	2.8431
0	14.6809	2.9705
0	13.71344	3.08906
0	12.7465	3.19878
0	11.7884	3.29758
0	10.84746	3.38286
0	9.93018	3.45046
0	9.04202	3.49622
0	8.18688	3.51676
0	7.37022	3.5113
0	6.5962	3.46996
0	5.86066	3.38962
0	5.15996	3.27444
0	4.49436	3.12676
0	3.86438	2.9523
0	3.27366	2.75548
0	2.72532	2.5402
0	2.2217	2.30854
0	1.76514	2.0644
0	1.35798	1.8109
0	1.0023	1.55168
0	0.70044	1.29116
0	0.4563	1.02986
0	0.26728	0.76804
0	0.1287	0.51194
0	0.0403	0.26858
0	0.0013	0.04628
0	0.01144	-0.14586
0	0.06864	-0.2912
0	0.20514	-0.37102
0	0.44668	-0.403
0	0.78156	-0.41184
0	1.20302	-0.39832
0	1.70586	-0.36504
0	2.28462	-0.31252
0	2.93332	-0.2405
0	3.6452	-0.14638
0	4.42156	-0.0195
0	5.27228	0.1391
0	6.1984	0.31538
0	7.19498	0.50128
0	8.255	0.68952
0	9.37144	0.87308
0	10.53494	1.04546
0	11.73614	1.20068
0	12.9636	1.33354
0	14.20614	1.43884
0	15.45128	1.5132
0	16.68576	1.55376
0	17.89632	1.55844
0	19.06944	1.52672
0	20.1916	1.45912
0	21.24954	1.35694
0	22.23	1.22356
0	23.12128	1.06288
0	23.91116	0.88062
0	24.58898	0.68224
0	25.14018	0.47372
0	25.5463	0.2756
0	25.80968	0.12168
0	25.9545	0.0299
0	26	0
